,Sentence_id,Text,Target,Category,Polarity
827,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,FOOD#QUALITY,positive
828,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,FOOD#QUALITY,positive
829,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,SERVICE#GENERAL,positive
830,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,SERVICE#GENERAL,positive
831,1632929:5,Truly the mark of an attentive waiter.,waiter,SERVICE#GENERAL,positive
832,1632929:6,I highly recommend the restaurant based on our experience last night.,restaurant,RESTAURANT#GENERAL,positive
833,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,FOOD#QUALITY,negative
834,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,foods,FOOD#QUALITY,negative
835,1642666:3,"They don't concern much of customer's health, just want to make money.",NULL,RESTAURANT#MISCELLANEOUS,negative
836,1642666:4,please don't fool us.,NULL,RESTAURANT#MISCELLANEOUS,negative
837,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,FOOD#QUALITY,positive
838,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",drunken chicken,FOOD#QUALITY,positive
839,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",soupy dumplings,FOOD#QUALITY,positive
840,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",stir fry blue crab,FOOD#QUALITY,positive
841,1649025:2,The food is so cheap and the waiters are nice.,food,FOOD#PRICES,positive
842,1649025:2,The food is so cheap and the waiters are nice.,waiters,SERVICE#GENERAL,positive
843,1649025:3,"Of course, it is crowded but who cares.",NULL,AMBIENCE#GENERAL,neutral
844,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,NULL,RESTAURANT#MISCELLANEOUS,positive
845,1655504:0,Have frequented 'ino for several years and the food remains excellent.,food,FOOD#QUALITY,positive
846,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#QUALITY,positive
847,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#STYLE_OPTIONS,positive
848,1655504:1,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,FOOD#PRICES,positive
849,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,FOOD#STYLE_OPTIONS,positive
850,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,FOOD#STYLE_OPTIONS,positive
851,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,FOOD#STYLE_OPTIONS,positive
852,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","asparagus, truffle oil, parmesan bruschetta",FOOD#QUALITY,positive
853,1655504:4,Wine list is extensive without being over-priced.,Wine list,DRINKS#STYLE_OPTIONS,positive
854,1655504:4,Wine list is extensive without being over-priced.,Wine list,DRINKS#PRICES,positive
855,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",specials,FOOD#QUALITY,positive
856,1655504:6,Definitely a neighborhood favorite.,NULL,RESTAURANT#GENERAL,positive
857,1655521:0,I loved this place!!,place,RESTAURANT#GENERAL,positive
858,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,AMBIENCE#GENERAL,positive
859,1655521:2,"The food was very good, a great deal, and the place its self was great.",food,FOOD#QUALITY,positive
860,1655521:2,"The food was very good, a great deal, and the place its self was great.",food,FOOD#PRICES,positive
861,1655521:2,"The food was very good, a great deal, and the place its self was great.",place,AMBIENCE#GENERAL,positive
862,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,SERVICE#GENERAL,positive
863,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,SERVICE#GENERAL,negative
864,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,RESTAURANT#GENERAL,positive
865,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,SERVICE#GENERAL,negative
866,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,SERVICE#GENERAL,negative
867,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,SERVICE#GENERAL,negative
868,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,SERVICE#GENERAL,negative
869,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,SERVICE#GENERAL,negative
870,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,RESTAURANT#GENERAL,positive
871,1661043:0,Pizza here is consistently good.,Pizza,FOOD#QUALITY,positive
872,1661043:1,Salads are a delicious way to begin the meal.,Salads,FOOD#QUALITY,positive
873,1661043:2,You should pass on the calamari.,calamari,FOOD#QUALITY,negative
874,1661043:3,It is thick and slightly soggy.,NULL,FOOD#QUALITY,negative
875,1661043:4,Decor is charming.,Decor,AMBIENCE#GENERAL,positive
876,1661043:5,Service is average.,Service,SERVICE#GENERAL,neutral
877,1661757:0,What a great place.,place,RESTAURANT#GENERAL,positive
878,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,AMBIENCE#GENERAL,positive
879,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",NULL,RESTAURANT#PRICES,positive
880,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,FOOD#QUALITY,positive
881,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",NULL,SERVICE#GENERAL,neutral
882,1661757:4,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,FOOD#QUALITY,positive
883,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,SERVICE#GENERAL,negative
884,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,SERVICE#GENERAL,negative
885,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",NULL,SERVICE#GENERAL,negative
886,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",NULL,SERVICE#GENERAL,negative
887,1662726:5,Never again!,NULL,RESTAURANT#GENERAL,negative
888,1663111:0,I absolutely Loved this place.,place,RESTAURANT#GENERAL,positive
889,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,AMBIENCE#GENERAL,positive
890,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,FOOD#QUALITY,positive
891,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",service,SERVICE#GENERAL,positive
892,1663111:3,this is can became on e of the NY Italian Food fare institutions.,NULL,RESTAURANT#GENERAL,positive
893,1663111:4,I think that it is absolutely brilliant and well runned business operation.,NULL,RESTAURANT#GENERAL,positive
894,1663111:5,The wine list is also really nice.,wine list,DRINKS#STYLE_OPTIONS,positive
895,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",NULL,RESTAURANT#GENERAL,positive
896,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",food,FOOD#QUALITY,positive
897,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",drinks,DRINKS#QUALITY,positive
898,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",staff,SERVICE#GENERAL,positive
899,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",mileau,AMBIENCE#GENERAL,positive
900,1664346:2,I would highly recommend this place!,place,RESTAURANT#GENERAL,positive
901,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,Casimir,RESTAURANT#GENERAL,positive
902,1671113:1,The food is great and reasonably priced.,food,FOOD#QUALITY,positive
903,1671113:1,The food is great and reasonably priced.,food,FOOD#PRICES,positive
904,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,SERVICE#GENERAL,negative
905,1671113:3,"If the weather is nice, try to snag an outside table.",outside table,AMBIENCE#GENERAL,positive
906,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,SERVICE#GENERAL,positive
907,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,AMBIENCE#GENERAL,negative
908,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,NULL,RESTAURANT#GENERAL,positive
909,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,FOOD#QUALITY,positive
910,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,SERVICE#GENERAL,positive
911,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,SERVICE#GENERAL,positive
912,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,FOOD#QUALITY,positive
913,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,SERVICE#GENERAL,positive
914,1702257:0,Nice Family owned traditional restaurant.,restaurant,RESTAURANT#GENERAL,positive
915,1702257:1,Fresh ingredients and everything is made to order.,ingredients,FOOD#QUALITY,positive
916,1702257:1,Fresh ingredients and everything is made to order.,NULL,FOOD#QUALITY,positive
917,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,NULL,RESTAURANT#GENERAL,positive
918,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,SERVICE#GENERAL,positive
919,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",food,FOOD#QUALITY,positive
920,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,FOOD#QUALITY,positive
921,1706644:2,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,DRINKS#QUALITY,positive
922,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,FOOD#QUALITY,neutral
923,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,AMBIENCE#GENERAL,positive
924,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,AMBIENCE#GENERAL,positive
925,1706644:5,"Overall, excellent restaurant!",restaurant,RESTAURANT#GENERAL,positive
926,1707201:1,The food was good.,food,FOOD#QUALITY,positive
927,1707201:2,The place was nice and calm.,place,AMBIENCE#GENERAL,positive
928,1707201:3,but the service was a bit slow.,service,SERVICE#GENERAL,negative
929,1707741:1,The buffet had a nice selection.,buffet,FOOD#STYLE_OPTIONS,positive
930,1707741:2,The food was average or above including some surprising tasty dishes.,food,FOOD#QUALITY,positive
931,1707741:2,The food was average or above including some surprising tasty dishes.,dishes,FOOD#QUALITY,positive
932,1707741:3,Service was also very good.,Service,SERVICE#GENERAL,positive
933,1707741:4,I would go back.,NULL,RESTAURANT#GENERAL,positive
934,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,FOOD#QUALITY,positive
935,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,FOOD#QUALITY,positive
936,1710746:1,"I would recommend Roxy's for that, but not for their food.",food,FOOD#QUALITY,negative
937,1710746:1,"I would recommend Roxy's for that, but not for their food.",NULL,FOOD#QUALITY,positive
938,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,FOOD#STYLE_OPTIONS,neutral
939,1710746:3,"But, they were too big for the bun.",NULL,FOOD#STYLE_OPTIONS,negative
940,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,FOOD#STYLE_OPTIONS,negative
941,1710746:5,Also they were $15 each!,NULL,FOOD#PRICES,negative
942,1710746:6,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,FOOD#STYLE_OPTIONS,neutral
943,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,FOOD#PRICES,neutral
944,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,FOOD#QUALITY,negative
945,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,FOOD#QUALITY,negative
946,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,AMBIENCE#GENERAL,positive
947,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,FOOD#QUALITY,negative
948,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,FOOD#QUALITY,negative
949,1713185:2,And the Tom Kha soup was pathetic.,Tom Kha soup,FOOD#QUALITY,negative
950,1713185:3,If you want good authentic Thai this place is not the place to go.,Thai,FOOD#QUALITY,negative
951,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,FOOD#QUALITY,positive
952,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,FOOD#QUALITY,positive
953,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,FOOD#QUALITY,positive
954,1718513:2,"Conveniently located too, being right on Bedford ave.",NULL,LOCATION#GENERAL,positive
955,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,AMBIENCE#GENERAL,positive
956,1718513:4,I will definetly be going back.,NULL,RESTAURANT#GENERAL,positive
957,1719567:0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,FOOD#QUALITY,positive
958,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",NULL,FOOD#STYLE_OPTIONS,negative
959,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,FOOD#STYLE_OPTIONS,positive
960,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,FOOD#QUALITY,positive
961,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,FOOD#QUALITY,positive
962,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,FOOD#QUALITY,positive
963,1719567:4,We waited at the bar and had martinis that were just right.,martinis,DRINKS#QUALITY,positive
964,1719567:5,We will be back.,NULL,RESTAURANT#GENERAL,positive
965,1723402:0,love the food.,food,FOOD#QUALITY,positive
966,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,FOOD#QUALITY,positive
967,1723402:3,and you can't beat the prices.,NULL,RESTAURANT#PRICES,positive
968,1723402:4,highly recommended.,NULL,RESTAURANT#GENERAL,positive
969,1723658:0,I've lived in NY for 5 years and this place has it all.,place,RESTAURANT#GENERAL,positive
970,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",food,FOOD#QUALITY,positive
971,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",menu,FOOD#STYLE_OPTIONS,positive
972,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",service,SERVICE#GENERAL,positive
973,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",setting,AMBIENCE#GENERAL,positive
974,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,FOOD#QUALITY,positive
975,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,FOOD#QUALITY,positive
976,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,FOOD#QUALITY,positive
977,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,FOOD#QUALITY,positive
978,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,FOOD#QUALITY,positive
979,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,place,RESTAURANT#GENERAL,positive
980,1726001:1,"The freshest, best variety, and the fastest delivery.",NULL,FOOD#QUALITY,positive
981,1726001:1,"The freshest, best variety, and the fastest delivery.",NULL,FOOD#STYLE_OPTIONS,positive
982,1726001:1,"The freshest, best variety, and the fastest delivery.",delivery,SERVICE#GENERAL,positive
983,1726001:2,Also very inexpensive.,NULL,RESTAURANT#PRICES,positive
984,1726001:3,A great choice at any cost and a great deal.,NULL,RESTAURANT#GENERAL,positive
985,1726001:3,A great choice at any cost and a great deal.,NULL,RESTAURANT#PRICES,positive
986,1726427:0,The service was excellent and the food was delicious.,service,SERVICE#GENERAL,positive
987,1726427:0,The service was excellent and the food was delicious.,food,FOOD#QUALITY,positive
988,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,FOOD#QUALITY,positive
989,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),FOOD#QUALITY,positive
990,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,FOOD#QUALITY,positive
991,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,FOOD#QUALITY,positive
992,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,FOOD#QUALITY,positive
993,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,FOOD#QUALITY,positive
994,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",two types of sake,DRINKS#QUALITY,positive
995,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,FOOD#QUALITY,positive
996,1726427:3,Definitely a great spot for a nice occasion or date.,spot,RESTAURANT#MISCELLANEOUS,positive
997,1726473:0,"Average to good Thai food, but terrible delivery.",Thai food,FOOD#QUALITY,positive
998,1726473:0,"Average to good Thai food, but terrible delivery.",delivery,SERVICE#GENERAL,negative
999,1726473:1,I've waited over one hour for food.,NULL,SERVICE#GENERAL,negative
1000,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,NULL,SERVICE#GENERAL,negative
1001,1726473:3,A Thai restaurant out of rice during dinner?,Thai restaurant,RESTAURANT#MISCELLANEOUS,negative
1002,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",food,FOOD#QUALITY,negative
1003,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",NULL,SERVICE#GENERAL,negative
1004,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,RESTAURANT#PRICES,positive
1005,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,RESTAURANT#GENERAL,positive
1006,1727363:2,An excellent service,service,SERVICE#GENERAL,positive
1007,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,SERVICE#GENERAL,positive
1008,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,NULL,SERVICE#GENERAL,positive
1009,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,FOOD#QUALITY,positive
1010,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,FOOD#STYLE_OPTIONS,positive
1011,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),FOOD#QUALITY,positive
1012,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,RESTAURANT#GENERAL,positive
1013,1730014:1,"Service here was great, food was fantastic.",Service,SERVICE#GENERAL,positive
1014,1730014:1,"Service here was great, food was fantastic.",food,FOOD#QUALITY,positive
1015,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,FOOD#QUALITY,positive
1016,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,FOOD#QUALITY,positive
1017,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,FOOD#QUALITY,negative
1018,1730014:3,Will absolutely visit again.,NULL,RESTAURANT#GENERAL,positive
1019,1730127:0,You cannot go wrong with this place.,place,RESTAURANT#GENERAL,positive
1020,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",food,FOOD#QUALITY,positive
1021,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",service,SERVICE#GENERAL,positive
1022,1730127:2,"Always a nice crowd, but never loud.",crowd,RESTAURANT#MISCELLANEOUS,positive
1023,1730127:2,"Always a nice crowd, but never loud.",NULL,AMBIENCE#GENERAL,positive
1024,1730127:3,Go here.,NULL,RESTAURANT#GENERAL,positive
1025,1730127:4,Good for dates or with friends.,NULL,RESTAURANT#MISCELLANEOUS,positive
1026,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,RESTAURANT#MISCELLANEOUS,positive
1027,1730447:1,"However, it is jus too good to not praise it.",NULL,RESTAURANT#GENERAL,positive
1028,1730447:2,"By far, the best pizza in Manhattan.",pizza,FOOD#QUALITY,positive
1029,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,FOOD#QUALITY,positive
1030,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,SERVICE#GENERAL,positive
1031,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,FOOD#QUALITY,positive
1032,1746113:1,The menu has so many fish items and oysters.,menu,FOOD#STYLE_OPTIONS,positive
1033,1746113:3,"The fish was really,really fresh.",fish,FOOD#QUALITY,positive
1034,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,mare,RESTAURANT#GENERAL,positive
1035,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,RESTAURANT#GENERAL,positive
1036,1748813:1,All of the pizzas are terrific and the price is even better!,pizzas,FOOD#QUALITY,positive
1037,1748813:1,All of the pizzas are terrific and the price is even better!,NULL,RESTAURANT#PRICES,positive
1038,1748813:2,I highly recommend the Sophia pizza.,Sophia pizza,FOOD#QUALITY,positive
1039,1748813:3,It's to die for!,NULL,FOOD#QUALITY,positive
1040,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,FOOD#QUALITY,negative
1041,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,SERVICE#GENERAL,negative
1042,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,SERVICE#GENERAL,negative
1043,1748839:6,So rushing us out was absolutely unnecessary!,NULL,SERVICE#GENERAL,negative
1044,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,FOOD#QUALITY,negative
1045,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,SERVICE#GENERAL,negative
1046,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,FOOD#QUALITY,positive
1047,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,FOOD#QUALITY,negative
1048,378848:2,I'm sure I'll return for a final judgement tho.,NULL,RESTAURANT#GENERAL,neutral
1049,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,AMBIENCE#GENERAL,positive
1050,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,DRINKS#QUALITY,positive
1051,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,SERVICE#GENERAL,positive
1052,397331:0,Mizu is the Japenese find in Grammercy.,Mizu,RESTAURANT#GENERAL,positive
1053,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,FOOD#QUALITY,positive
1054,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",Sushi,FOOD#QUALITY,positive
1055,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,FOOD#STYLE_OPTIONS,positive
1056,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,FOOD#QUALITY,positive
1057,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,SERVICE#GENERAL,positive
1058,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu,RESTAURANT#GENERAL,positive
1059,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,SERVICE#GENERAL,positive
1060,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,FOOD#QUALITY,negative
1061,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",Thalia,AMBIENCE#GENERAL,positive
1062,404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,FOOD#QUALITY,negative
1063,404464:2,"The entree was bland and small, dessert was not inspired.",entree,FOOD#QUALITY,negative
1064,404464:2,"The entree was bland and small, dessert was not inspired.",entree,FOOD#STYLE_OPTIONS,negative
1065,404464:2,"The entree was bland and small, dessert was not inspired.",dessert,FOOD#QUALITY,negative
1066,404464:3,I expected quite a bit more from such an expensive menu.,menu,FOOD#PRICES,negative
1067,404464:3,I expected quite a bit more from such an expensive menu.,menu,FOOD#QUALITY,negative
1068,426805:0,"The view is spectacular, and the food is great.",view,LOCATION#GENERAL,positive
1069,426805:0,"The view is spectacular, and the food is great.",food,FOOD#QUALITY,positive
1070,426805:1,Wonderful strawberry daiquiries as well!,strawberry daiquiries,DRINKS#QUALITY,positive
1071,426805:2,Definitely worth the trip to Battery Park City!,NULL,RESTAURANT#GENERAL,positive
1072,426805:3,One of my favorite places in Manhattan.,NULL,RESTAURANT#GENERAL,positive
1073,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,FOOD#QUALITY,positive
1074,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,FOOD#PRICES,positive
1075,426930:1,(Besides that there should be more restaurants like it around the city).,NULL,RESTAURANT#GENERAL,positive
1076,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,FOOD#QUALITY,positive
1077,430342:0,delicious simple food in nice outdoor atmosphere.,food,FOOD#QUALITY,positive
